Description,Price,Rating,Reviews Count,URL,Image URL
"Apple iPhone Xs, Verizon Unlocked, 256GB - Silver - (Renewed)",$493.72,5.0 out of 5 stars,1,https://www.amazon.com/Apple-iPhone-Verizon-Unlocked-256GB/dp/B07RHGZ7WT/ref=sr_1_107?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-107,https://m.media-amazon.com/images/I/31h6rdm0GyL._AC_UY218_.jpg
"Apple iPhone 7 128GB GSM Unlocked (no CDMA) Smartphone, Black (Renewed)",$209.00,3.9 out of 5 stars,103,https://www.amazon.com/Apple-iPhone-Unlocked-Smartphone-Renewed/dp/B07TC8NDH5/ref=sr_1_108?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-108,https://m.media-amazon.com/images/I/711EbR7y9ZL._AC_UY218_.jpg
Samsung Galaxy Note 10 Lite N770F 128GB Dual-SIM GSM Unlocked Phone (International Variant/US Compatible LTE) - Aura Glow,$431.00,4.4 out of 5 stars,578,https://www.amazon.com/N770F-Dual-SIM-Unlocked-International-Compatible/dp/B084MD6Y5H/ref=sr_1_109?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-109,https://m.media-amazon.com/images/I/51csWYej8FL._AC_UY218_.jpg
"Nokia 8.3 5G Android Unlocked Smartphone with 8/128 GB Memory, Quad Camera, Dual SIM, and 6.81-Inch Screen, Polar Night",$499.99,4.2 out of 5 stars,25,https://www.amazon.com/Nokia-Android-Unlocked-Smartphone-6-81-Inch/dp/B08JQRBWXH/ref=sr_1_110?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-110,https://m.media-amazon.com/images/I/71lLrmye9JL._AC_UY218_.jpg
"Apple iPhone Xs Max, 512GB, Gold - For AT&T (Renewed)",$659.97,4.7 out of 5 stars,6,https://www.amazon.com/Apple-iPhone-Max-512GB-Gold/dp/B07RFNWHV5/ref=sr_1_111?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-111,https://m.media-amazon.com/images/I/7164BvDnmyL._AC_UY218_.jpg
"LG Stylo 5+ Plus (32GB, 3GB RAM) 6.2"" FHD+, Snapdragon 450, 4G LTE GSM AT&T Unlocked (T-Mobile, Metro) US Warranty LM-Q720AM (Aurora Black)",$159.99,4.7 out of 5 stars,5,https://www.amazon.com/LG-Snapdragon-Unlocked-T-Mobile-LM-Q720AM/dp/B08MV9MRLN/ref=sr_1_112?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-112,https://m.media-amazon.com/images/I/514hSMZQosL._AC_UY218_.jpg
"Rugged tmobile Phone, Blackview BV9600 E, 4GB+128GB Rugged Phone, Helio P70 Octa-Core 4G GSM Cell Phone, 6.21"" FHD Screen Mobile Phone, 5580mAh Battery Phone, Android 9.0 NFC Unlocked Phones",$279.99,3.8 out of 5 stars,89,https://www.amazon.com/Blackview-BV9600-Octa-Core-Smartphones-Underwater/dp/B07YSFVK4C/ref=sr_1_113?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-113,https://m.media-amazon.com/images/I/61Bq0Bjj5fL._AC_UY218_.jpg
"Apple iPhone XS Max, 64GB, Gold - For Verizon (Renewed)",$548.97,4.4 out of 5 stars,3,https://www.amazon.com/Apple-iPhone-Verizon-Unlocked-64GB/dp/B07RRYV7MR/ref=sr_1_114?dchild=1&keywords=iphone+12&qid=1609112353&sr=8-114,https://m.media-amazon.com/images/I/7164BvDnmyL._AC_UY218_.jpg
"[2+2 Pack] BAZO Tempered Glass Screen Protector and Camera Lens Protector for iPhone 12 (6.1 inch), [Easy Installation Frame] [Anti-Scratch] [Bubble Free] [Case Friendly] 9H Hardness HD Clear Film",$9.99,5.0 out of 5 stars,7,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A097775916I81GVGTB72I&url=%2FBAZO-iPhone-6-1-inch-Installation%2Fdp%2FB08FXKF5TL%2Fref%3Dsr_1_115_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112353%26sr%3D8-115-spons%26psc%3D1%26smid%3DA3S9BDMEDXC1Y1&qualifier=1609112353&id=5385183758085002&widgetName=sp_btf,https://m.media-amazon.com/images/I/71kZJ72VX-L._AC_UY218_.jpg
"USB C Charger,20W Mini PD3.0 Fast Charger with Foldable Plug Power Adapter Compatible with iPhone 12/Mini/Pro/Pro Max, Galaxy, Pixel 4/3, iPad Pro, AirPods Pro and More",$15.95,4.8 out of 5 stars,11,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A0861347MW6QK7APQTK2&url=%2FCharger-Foldable-Adapter-Compatible-AirPods%2Fdp%2FB08LNDRD4B%2Fref%3Dsr_1_116_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112353%26sr%3D8-116-spons%26psc%3D1&qualifier=1609112353&id=5385183758085002&widgetName=sp_btf,https://m.media-amazon.com/images/I/51BGZmMPEUL._AC_UY218_.jpg
MOCOLL Anti Blue Light Screen Protector for iPhone 12/12 Pro 2nd Generation Shatterproof Edge to Edge Tempered Glass Eye Protector Film HD Transparancy Clear Full Glue Ultra Slim Full Coverage Screen for iPhone 12/12 Pro 6.1inch,$19.99,4.5 out of 5 stars,57,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A0777094HQOE3BPUMJIV&url=%2FMOCOLL-Protector-Generation-Shatterproof-Transparancy%2Fdp%2FB08HV7M89Q%2Fref%3Dsr_1_113_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112355%26sr%3D8-113-spons%26psc%3D1&qualifier=1609112354&id=5455815808631504&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/61g2VjuBgEL._AC_UY218_.jpg
Edifier Active Noise Cancelling Wireless Earbuds TWS NB2 Bluetooth 5.0 Headphones ANC in-Ear Earbuds with Charging Case，32hrs Playback for iPhone and Android,$79.99,4.3 out of 5 stars,62,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A03047132PSL6ICDKKWT6&url=%2FEdifier-Cancelling-Bluetooth-Headphones-Case%25EF%25BC%258C32hrs%2Fdp%2FB08CDJDQSQ%2Fref%3Dsr_1_114_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112355%26sr%3D8-114-spons%26psc%3D1&qualifier=1609112354&id=5455815808631504&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/71-lXlD32gL._AC_UY218_.jpg
"Rugged Smartphone Unlocked OUKITEL WP5(2020) Android 10 Cell Phone 8000mAh Battery 4GB+32GB Triple Camera 4 LED Flashlights IP68 Waterproof Phones 5.5 Inch Dual Sim GSM 4G, GPS, Bluetooth, WiFi",$127.91,4.1 out of 5 stars,708,https://www.amazon.com/Smartphone-OUKITEL-WP5-Flashlights-Waterproof/dp/B0871HGVXS/ref=sr_1_115_mod_primary_lightning_deal?dchild=1&keywords=iphone+12&qid=1609112355&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&smid=A2YG702FLTFF5N&sr=8-115,https://m.media-amazon.com/images/I/81jrs5-429L._AC_UY218_.jpg
Samsung Galaxy Note8-64GB Unlocked GSM LTE Android Phone w/Dual 12 Megapixel Camera - Orchid Gray (Renewed),$264.00,4.4 out of 5 stars,795,https://www.amazon.com/Samsung-Galaxy-Version-Factory-Unlocked/dp/B0778RD1ZJ/ref=sr_1_117?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-117,https://m.media-amazon.com/images/I/61OOxwvUanL._AC_UY218_.jpg
"Apple iPhone XS Max, 512GB, Gold - For T-Mobile (Renewed)",$659.97,5.0 out of 5 stars,4,https://www.amazon.com/Apple-iPhone-Max-T-Mobile-512GB/dp/B07RV3L2LV/ref=sr_1_120?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-120,https://m.media-amazon.com/images/I/7164BvDnmyL._AC_UY218_.jpg
Samsung - Galaxy Fold SM-F900U - Cosmos Black - Unlocked AT&T Model GSM (US Warranty) (Renewed),$753.00,4.2 out of 5 stars,83,https://www.amazon.com/Samsung-SM-F900U-Unlocked-Warranty-Renewed/dp/B082YGM8BM/ref=sr_1_121?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-121,https://m.media-amazon.com/images/I/41iUcEB9uCL._AC_UY218_.jpg
Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Smartphone w/ 12MP Camera - Orchid Gray,$396.98,4.2 out of 5 stars,53,https://www.amazon.com/Samsung-Galaxy-Unlocked-Version-Smartphone/dp/B075ZD2WFN/ref=sr_1_122?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-122,https://m.media-amazon.com/images/I/71pGMMYD+kL._AC_UY218_.jpg
"Samsung Galaxy S7 ACTIVE G891A 32GB Unlocked GSM Shatter-Resistant, Extremely Durable Smartphone w/ 12MP Camera - Sandy Gold (Renewed)",$194.99,3.9 out of 5 stars,267,https://www.amazon.com/Samsung-G891A-Shatter-Resistant-Extremely-Smartphone/dp/B01N9YOVME/ref=sr_1_123?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-123,https://m.media-amazon.com/images/I/81hVpWtMXeL._AC_UY218_.jpg
"Unlocked Rugged Smartphones, Blackview BV9100 4G LTE 13000mAh Battery Rugged Cell Phones Android 9.0 IP68 Waterproof Drop Proof, 6.3"" Screen 4GB+64GB Octa-core Dual SIM for GSM AT&T T-Mobile (Grey)",$279.99,3.8 out of 5 stars,126,https://www.amazon.com/Smartphones-Blackview-BV9100-Waterproof-Octa-core/dp/B07XR87HCD/ref=sr_1_124?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-124,https://m.media-amazon.com/images/I/61mk6a+qiyL._AC_UY218_.jpg
Apple iPhone 7 a1660 256GB LTE CDMA/GSM Unlocked (Renewed),$249.00,3.6 out of 5 stars,36,https://www.amazon.com/Apple-iPhone-a1660-Unlocked-Refurbished/dp/B07234GKN5/ref=sr_1_125?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-125,https://m.media-amazon.com/images/I/71x3e0x+M2L._AC_UY218_.jpg
"Apple iPhone 7 Plus, 32GB, Black - For T-Mobile (Renewed)",$271.99,4.0 out of 5 stars,50,https://www.amazon.com/Apple-iPhone-Plus-T-Mobile-32GB/dp/B076PQGJSS/ref=sr_1_126?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-126,https://m.media-amazon.com/images/I/61GAOmH-PoL._AC_UY218_.jpg
"Apple iPhone Xs Max, Boost Mobile, 64GB - Gray - (Renewed)",$549.97,4.3 out of 5 stars,9,https://www.amazon.com/Apple-iPhone-Boost-Mobile-64GB/dp/B07RRYRDT2/ref=sr_1_128?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-128,https://m.media-amazon.com/images/I/81nSsCFeiTL._AC_UY218_.jpg
"Apple iPhone 8 [256GB, Silver] + Carrier Subscription [Cricket Wireless]",$599.00,4.2 out of 5 stars,6,https://www.amazon.com/Apple-iPhone-8-256GB-Silver/dp/B07VRZ5924/ref=sr_1_129?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-129,https://m.media-amazon.com/images/I/61Q59mCBd0L._AC_UY218_.jpg
OnePlus 8 iN2010 256GB 12GB RAM (GSM Only) International Version - (Interstellar Glow),$657.11,4.9 out of 5 stars,12,https://www.amazon.com/OnePlus-iN2010-256GB-International-Version/dp/B08C9JFFBV/ref=sr_1_130?dchild=1&keywords=iphone+12&qid=1609112355&sr=8-130,https://m.media-amazon.com/images/I/519UQRoKpkL._AC_UY218_.jpg
"Flexible Cellphone Camera Tripod, MamaWin Portable Flexible Mini Travel Tripod for iPhone, Android Phone, Camera, DSLR, Gopro, Smartphone Stand Mount Holder, 12 inch, Black",$19.88,4.0 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A0440763DPVO286Z5F4&url=%2FFlexible-Cellphone-MamaWin-Portable-Smartphone%2Fdp%2FB08DN98VPZ%2Fref%3Dsr_1_131_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112355%26sr%3D8-131-spons%26psc%3D1&qualifier=1609112354&id=5455815808631504&widgetName=sp_btf,https://m.media-amazon.com/images/I/51+7kQpyG4L._AC_UY218_.jpg
"Sonix Bahamas Case for iPhone 12 / 12Pro [10ft Drop Tested] Women's Palm Leaf Clear Cover for Apple iPhone 12, iPhone 12 Pro",$34.99,4.7 out of 5 stars,121,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A00727703SURHHZ2BNSW2&url=%2FSonix-Bahamas-iPhone-Tested-Womens%2Fdp%2FB08G1M9L8J%2Fref%3Dsr_1_132_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112355%26sr%3D8-132-spons%26psc%3D1&qualifier=1609112354&id=5455815808631504&widgetName=sp_btf,https://m.media-amazon.com/images/I/81ghTY1kT+L._AC_UY218_.jpg
"(Privacy Screen Protector 4 PCS) GUONTHO Anti-Spy Tempered Glass Screen Protector and Camera Lens Protector for IPhone 12 Pro 5G (6.1 Inch), Scratch-Resistant, No Bubbles",$17.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A076993932P6C2L26BHQM&url=%2FProtector-GUONTHO-Anti-Spy-Tempered-Scratch-Resistant%2Fdp%2FB08NT44957%2Fref%3Dsr_1_129_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112357%26sr%3D8-129-spons%26psc%3D1&qualifier=1609112357&id=4737497781418897&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/61alsdf8mzL._AC_UY218_.jpg
MOCOLL Full Screen Protector for iPhone 12/12 Pro Tempered Glass Film 0.26mm HD Clear Edge to Edge Shatterproof Anti-Scratch Fingerprint Free Zero Bubbles for iPhone 12/12 Pro Glass Screen Protector 6.1inch,$13.99,4.5 out of 5 stars,57,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A0777194ZOVBW0OAFPDT&url=%2FMOCOLL-Protector-Shatterproof-Anti-Scratch-Fingerprint%2Fdp%2FB08HVBQ4KS%2Fref%3Dsr_1_130_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112357%26sr%3D8-130-spons%26psc%3D1&qualifier=1609112357&id=4737497781418897&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/61Y9KgO3+hL._AC_UY218_.jpg
"OnePlus 7T 6.55"" HD1907 Single Sim GSM Unlocked Smartphone (Renewed) (Frosted Silver, 128GB)",$304.99,4.3 out of 5 stars,109,https://www.amazon.com/OnePlus-HD1907-Unlocked-Smartphone-Renewed/dp/B08C27KCTC/ref=sr_1_131?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-131,https://m.media-amazon.com/images/I/51qUAP5+j0L._AC_UY218_.jpg
Google Pixel 4 - Clearly White 128GB - Unlocked,$799.00,4.3 out of 5 stars,111,https://www.amazon.com/Google-Pixel-Clearly-White-Unlocked/dp/B07YMJ9WFN/ref=sr_1_132?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-132,https://m.media-amazon.com/images/I/71Ap5hKZoJL._AC_UY218_.jpg
Samsung Galaxy Note 8 N950U 64GB Unlocked GSM 4G LTE Android Smartphone w/Dual 12 MegaPixel Camera (Renewed) (Orchid Grey),$269.99,4.4 out of 5 stars,653,https://www.amazon.com/Samsung-Galaxy-Note-Smartphone-Refurbished/dp/B07HFK5PQQ/ref=sr_1_133?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-133,https://m.media-amazon.com/images/I/51F7RQb13xL._AC_UY218_.jpg
"Samsung Galaxy Note 8, 64GB, Orchid Gray - Fully Unlocked (Renewed)",$279.00,4.3 out of 5 stars,"3,937",https://www.amazon.com/Samsung-Galaxy-Note-64GB-Orchid/dp/B0791NDWXY/ref=sr_1_134?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-134,https://m.media-amazon.com/images/I/31T4EfVLRbL._AC_UY218_.jpg
"Apple iPhone 7 with FaceTime - 128GB, 4G LTE, Gold - (Renewed)",$269.99,4.2 out of 5 stars,10,https://www.amazon.com/Apple-iPhone-FaceTime-128GB-Renewed/dp/B075MWB2VX/ref=sr_1_136?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-136,https://m.media-amazon.com/images/I/31v73at4MkL._AC_UY218_.jpg
"Motorola Moto Z Play XT1635-02 32GB Black, Dual Sim, 5.5-Inch, GSM Unlocked International Model, No Warranty",$194.99,4.1 out of 5 stars,319,https://www.amazon.com/Motorola-XT1635-02-5-5-Inch-Unlocked-International/dp/B01MZ05P97/ref=sr_1_137?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-137,https://m.media-amazon.com/images/I/61795yTxl-L._AC_UY218_.jpg
"Apple iPhone Xs 5.8"" Smartphone GSM Unlocked 64GB 12MP 4G LTE (Silver) (Renewed)",$448.97,5.0 out of 5 stars,1,https://www.amazon.com/Apple-iPhone-Smartphone-Unlocked-Renewed/dp/B07NPXWXKD/ref=sr_1_138?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-138,https://m.media-amazon.com/images/I/51bPcEWoDuL._AC_UY218_.jpg
Samsung Galaxy Note 20 256GB N980F/DS S-Pen 6.7” Triple Camera GSM LTE Factory Unlocked Smartphone (International Version) (Mystic Bronze),$780.00,4.3 out of 5 stars,78,https://www.amazon.com/Samsung-DS-Unlocked-Smartphone-International/dp/B08FTM34P5/ref=sr_1_139?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-139,https://m.media-amazon.com/images/I/61SOUv7GCpL._AC_UY218_.jpg
"KOCASO Discover TV Cell Phone (Television Feature, Dual SIM, Analog TV Built In, Apps, MP3/MP4 Music Player, FM Radio, Flashlight, Unlocked) - Black",$29.85,3.5 out of 5 stars,47,https://www.amazon.com/Discover-Television-Feature-Flashlight-Unlocked/dp/B01GGKMW4Y/ref=sr_1_140?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-140,https://m.media-amazon.com/images/I/41ard8Qz8bL._AC_UY218_.jpg
Samsung Galaxy S8 G950U 64GB Unlocked GSM U.S. Version Phone - w/ 12MP Camera - Orchid Gray (Renewed),$214.00,4.3 out of 5 stars,727,https://www.amazon.com/Samsung-Galaxy-S8-Unlocked-64GB/dp/B07K4F5759/ref=sr_1_141?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-141,https://m.media-amazon.com/images/I/31JmJT2qy6L._AC_UY218_.jpg
"Samsung Galaxy Note 9, 128GB, Midnight Black - Fully Unlocked (Renewed)",$363.00,4.4 out of 5 stars,"5,612",https://www.amazon.com/Samsung-Factory-Unlocked-Warranty-Midnight/dp/B07KNB1TN8/ref=sr_1_142?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-142,https://m.media-amazon.com/images/I/61n7DEHDpqL._AC_UY218_.jpg
Apple iPhone 7 256GB (GSM Unlocked) 4.7-inch 12MP iOS Smartphone - Black (Renewed),$279.00,,,https://www.amazon.com/Apple-iPhone-Unlocked-4-7-inch-Smartphone/dp/B01MV1FWAZ/ref=sr_1_143?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-143,https://m.media-amazon.com/images/I/61z2uF6DFRL._AC_UY218_.jpg
Apple iPhone 7 128GB AT&T Locked 4G LTE Quad-Core Smartphone with 12MP Camera - Gold (Renewed),$269.99,3.6 out of 5 stars,6,https://www.amazon.com/Apple-iPhone-a1778-128GB-Refurbished/dp/B07GXZW3HX/ref=sr_1_144?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-144,https://m.media-amazon.com/images/I/71RYhD1uzpL._AC_UY218_.jpg
Samsung Galaxy S20 Ultra G988B 128GB GSM Unlocked Android Smartphone (International Variant/US Compatible LTE) - Cosmic Gray,$969.00,3.9 out of 5 stars,36,https://www.amazon.com/G988B-Unlocked-Smartphone-International-Compatible/dp/B085H4Z3KK/ref=sr_1_145?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-145,https://m.media-amazon.com/images/I/51k68-a4YrL._AC_UY218_.jpg
Total Wireless Apple iPhone 7 4G LTE Prepaid Smartphone - 32GB - Black - Carrier Locked,$159.00,4.8 out of 5 stars,21,https://www.amazon.com/Total-Wireless-iPhone-Prepaid-Smartphone/dp/B08CL482JL/ref=sr_1_146?dchild=1&keywords=iphone+12&qid=1609112357&sr=8-146,https://m.media-amazon.com/images/I/31+rHqWgOrL._AC_UY218_.jpg
TOZO Compatible for iPhone 12 Mini Screen Protector 3 Pack Premium Tempered Glass 0.26mm 9H Hardness 2.5D Film Easy 5.4 inch,$6.99,4.4 out of 5 stars,289,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A047214127YK06N5U1J2L&url=%2FTOZO-Compatible-Protector-Tempered-Hardness%2Fdp%2FB08GLHLFZ5%2Fref%3Dsr_1_147_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112357%26sr%3D8-147-spons%26psc%3D1&qualifier=1609112357&id=4737497781418897&widgetName=sp_btf,https://m.media-amazon.com/images/I/71BeHShlNgL._AC_UY218_.jpg
"[2+2] UniqueMe Screen Protector Compatible with iPhone 12 (6.1inch) [Not for iPhone 12 Pro], 2 Pack Tempered Glass + 2 Pack Camera Lens Protector, [Alignment Frame Easy Installation][U-Shaped Cutout]",$12.99,4.6 out of 5 stars,122,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A01348421ZIK58CDTS8NI&url=%2FUniqueMe-Compatible-iPhone-6-1inch-Installation%2Fdp%2FB08HS4Y9HS%2Fref%3Dsr_1_148_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112357%26sr%3D8-148-spons%26psc%3D1%26smid%3DA3AEZ3BPFHSMS2&qualifier=1609112357&id=4737497781418897&widgetName=sp_btf,https://m.media-amazon.com/images/I/81P0g5Z7VoL._AC_UY218_.jpg
"Sonix Agate Quartz Case for iPhone 12 / 12Pro [10ft Drop Tested] Antimicrobial Protective Marble Cover for Apple iPhone 12, iPhone 12 Pro",$31.49,4.7 out of 5 stars,296,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A00721222LSPGN7MUDZNB&url=%2FSonix-Quartz-iPhone-Antimicrobial-Protective%2Fdp%2FB08G1LX2ZC%2Fref%3Dsr_1_145_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112362%26sr%3D8-145-spons%26psc%3D1&qualifier=1609112362&id=5922400072932664&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/81yIRqFOFOL._AC_UY218_.jpg
"MOCOLL Full Coverage Screen Protector Compatible with iphone 12 Pro Max (6.7"") [Eye Protector] [Edge-to-edge] [9H Diamonds Hard] [Bubble-Free] [Stronger Shatterproof] [EASY INSTALLATION] 0.26mm thin Tempered Glass Screen Protector",$13.99,4.3 out of 5 stars,40,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A09803692GK0ESD05MJK1&url=%2FMOCOLL-Compatible-Bubble-Free-Shatterproof-INSTALLATION%2Fdp%2FB08JPNHRHM%2Fref%3Dsr_1_146_sspa%3Fdchild%3D1%26keywords%3Diphone%2B12%26qid%3D1609112362%26sr%3D8-146-spons%26psc%3D1&qualifier=1609112362&id=5922400072932664&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/612CAA7LkTL._AC_UY218_.jpg
"Mini Smartphone,Child Phone Sudroid SOYES The World's Smallest Cell Phone 2.5 Inch Android Small Phone Quad Core 1G+8G 5.0MP Dual SIM High Definition Mini Phones Unlocked 3G Mobile Phone (Black)",$85.99,3.6 out of 5 stars,155,https://www.amazon.com/Sudroid-Android-Definition-Phones-Unlocked/dp/B07BN983B1/ref=sr_1_147?dchild=1&keywords=iphone+12&qid=1609112362&sr=8-147,https://m.media-amazon.com/images/I/61s0IaMcKtL._AC_UY218_.jpg
TracFone Samsung Galaxy A01 4G LTE Prepaid Smartphone - Black - 16GB - Sim Card Included -CDMA,$59.00,4.5 out of 5 stars,351,https://www.amazon.com/Tracfone-Samsung-Galaxy-Prepaid-Smartphone/dp/B088NKZT13/ref=sr_1_148?dchild=1&keywords=iphone+12&qid=1609112362&sr=8-148,https://m.media-amazon.com/images/I/61ff+rZThyL._AC_UY218_.jpg
"Apple iPhone 8 Plus, 64GB, Red - For AT&T / T-Mobile (Renewed)",$339.00,4.4 out of 5 stars,111,https://www.amazon.com/Apple-iPhone-Plus-Fully-Unlocked/dp/B07FK3HGWL/ref=sr_1_149?dchild=1&keywords=iphone+12&qid=1609112362&sr=8-149,https://m.media-amazon.com/images/I/51+wAHd8wOL._AC_UY218_.jpg
Apple iPhone 7 a1778 256GB GSM Unlocked (Renewed),$243.99,3.9 out of 5 stars,16,https://www.amazon.com/Apple-iPhone-a1778-Unlocked-Refurbished/dp/B075FWV18T/ref=sr_1_150?dchild=1&keywords=iphone+12&qid=1609112362&sr=8-150,https://m.media-amazon.com/images/I/71RYhD1uzpL._AC_UY218_.jpg
"Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Quad Camera, Dual SIM GSM Unlocked A515F/DS- Global 4G LTE International Model (Black, 64GB SD + Case Bundle)",$289.99,4.4 out of 5 stars,403,https://www.amazon.com/Samsung-Galaxy-Unlocked-A515F-International/dp/B0832B8HFJ/ref=sr_1_151?dchild=1&keywords=iphone+12&qid=1609112362&sr=8-151,https://m.media-amazon.com/images/I/4175+zly4AL._AC_UY218_.jpg
Samsung Galaxy S9+ Factory Unlocked Smartphone 64GB - Lilac Purple - US Version [SM-G965UZPAXAA],$579.97,4.5 out of 5 stars,425,https://www.amazon.com/Samsung-Galaxy-S9-Unlocked-Smartphone/dp/B079JPRTKD/ref=sr_1_153?dchild=1&keywords=iphone+12&qid=1609112362&sr=8-153,https://m.media-amazon.com/images/I/81R+5Mv9jkL._AC_UY218_.jpg
Apple Simple Mobile Prepaid - Apple iPhone 7 (32GB) - Black,$199.99,4.3 out of 5 stars,376,https://www.amazon.com/Apple-iPhone-32GB-Black-Prepaid/dp/B01N2K14U7/ref=sr_1_154?dchild=1&keywords=iphone+12&qid=1609112362&sr=8-154,https://m.media-amazon.com/images/I/61+fbdrjtCL._AC_UY218_.jpg
Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Smartphone w/ 12MP Camera - Arctic Silver (Renewed),$248.97,4.3 out of 5 stars,21,https://www.amazon.com/Samsung-Galaxy-Unlocked-Version-Smartphone/dp/B07JR54DD3/ref=sr_1_155?dchild=1&keywords=iphone+12&qid=1609112362&sr=8-155,https://m.media-amazon.com/images/I/81TQ5isklvL._AC_UY218_.jpg
"Apple iPhone Xs Max, 64GB, Silver - For Sprint (Renewed)",$559.99,5.0 out of 5 stars,2,https://www.amazon.com/Apple-iPhone-Max-64GB-Silver/dp/B07RHQLN4W/ref=sr_1_156?dchild=1&keywords=iphone+12&qid=1609112362&sr=8-156,https://m.media-amazon.com/images/I/61eLl+EnYWL._AC_UY218_.jpg
